message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=3.996358, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.378144383";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.989687, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.378160121";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=4.003029, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.378245375";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.996358, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.394049173";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.983015, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.394089946";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.989687, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.394137721";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.989687, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.409526227";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.983015, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.409526495";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.976344, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.410409603";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.969673, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.426048540";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.976344, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.426053516";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.983015, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.426062888";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.969673, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.441147397";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.976344, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.442053567";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.963002, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.442216970";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.969673, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.457801673";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.963002, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.457803632";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.956330, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.457825640";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.956330, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.473318023";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.963002, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.473356068";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.949659, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.473984547";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.956330, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.489230062";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.949659, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.489266580";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.942988, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.489679401";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.936316, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.505782685";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.949659, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.505816675";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.942988, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.505835637";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.942988, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.521904747";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.936316, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.521904880";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.929645, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.521953650";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.929645, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.537196427";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.922974, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.537238480";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.936316, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.537470224";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.922974, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.553729361";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.929645, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.553729514";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.916303, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.553768983";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.922974, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.570038865";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.916303, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.570044404";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.909631, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.570067753";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.916303, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.585353512";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.909631, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.585364100";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.902960, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.585406513";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.902960, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.601877164";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.909631, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.601877215";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.896289, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.601923154";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.889617, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.617464438";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.902960, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.617577381";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.896289, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.617577410";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.889617, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.633835462";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.896289, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.633835497";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.882946, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.633971769";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.882946, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.649243534";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.889617, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.649243641";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.876275, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.649359919";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.876275, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.665723401";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.882946, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.665723903";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.869603, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.665810563";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.876275, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.681282879";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.862932, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.681423684";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.869603, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.682125330";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.849590, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.713588321";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.849590, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.729109235";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.856261, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.729978901";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.842918, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.730123405";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.842918, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.745382127";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.849590, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.745501213";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.836247, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.745610903";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.842918, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.761714175";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.836247, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.761725312";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.829576, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.761858773";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.829576, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.778054785";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.822904, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.778054838";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.836247, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.778054897";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.829576, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.793430277";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.822904, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.793432852";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.816233, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.793504983";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.809562, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.810373206";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.822904, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.810376425";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.816233, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.810378078";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.802891, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.826058964";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.809562, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.826062752";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.816233, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.826068323";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.809562, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.841576884";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.802891, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.841584873";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.796219, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.841634647";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.802891, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.858433205";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.796219, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.858433867";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.789548, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.858582280";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.789548, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.873770090";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.796219, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.873770135";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.782877, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.873796913";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.782877, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.889316903";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.789548, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.889332311";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.776205, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.890406173";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.776205, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.905262896";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.782877, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.905599691";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.769534, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.906065996";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.769534, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.921212808";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.776205, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.921514645";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.762863, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.922313906";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.762863, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.937549625";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.769534, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.937611839";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.756192, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.937948353";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.762863, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.953898953";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.756192, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.953898973";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.749520, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.954152133";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.749520, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.969499757";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.756192, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.969500067";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.742849, y=-0.031297])";"30";"turtlesim1.sim1";"1758887942.969687055";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.742849, y=-0.031297])";"30";"turtlesim2.sim2";"1758887942.985692404";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.749520, y=-0.031297])";"30";"turtlesim3.sim3";"1758887942.985708264";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.742849, y=-0.031297])";"30";"turtlesim3.sim3";"1758887943.001988607";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.736178, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.089865570";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.736178, y=-0.031297])";"30";"turtlesim2.sim2";"1758887944.105810533";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.729506, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.105944081";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.729506, y=-0.031297])";"30";"turtlesim2.sim2";"1758887944.121372276";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.736178, y=-0.031297])";"30";"turtlesim3.sim3";"1758887944.121372328";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.722835, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.121666089";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.722835, y=-0.031297])";"30";"turtlesim2.sim2";"1758887944.137515648";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.729506, y=-0.031297])";"30";"turtlesim3.sim3";"1758887944.137515688";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.716164, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.137955347";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.709492, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.153345883";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.716164, y=-0.031297])";"30";"turtlesim2.sim2";"1758887944.153582337";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.722835, y=-0.031297])";"30";"turtlesim3.sim3";"1758887944.153584367";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.716164, y=-0.031297])";"30";"turtlesim3.sim3";"1758887944.169259340";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.702821, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.169971309";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.709492, y=-0.031297])";"30";"turtlesim2.sim2";"1758887944.170040967";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.696150, y=-0.031297])";"30";"turtlesim1.sim1";"1758887944.185638828";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=3.709492, y=-0.031297])";"30";"turtlesim3.sim3";"1758887944.185659501";"/home/nurshat/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
